University Name,Major Name,Source URL
Haiphong University,Tourism and Hospitality Management,https://dhhp.edu.vn/
Haiphong University,Vietnamese Studies,https://dhhp.edu.vn/
Hanoi Architectural University,Architecture,https://hau.edu.vn/
Hanoi Architectural University,Civil Engineering,https://hau.edu.vn/
Hanoi Architectural University,Fashion Design,https://hau.edu.vn/
Hanoi Architectural University,Graphic Design,https://hau.edu.vn/
Hanoi Architectural University,Information Technology,https://hau.edu.vn/
Hanoi Architectural University,Interior Design,https://hau.edu.vn/
Hanoi Architectural University,Multimedia,https://hau.edu.vn/
Hanoi Architectural University,Sculpture,https://hau.edu.vn/
Hanoi Architectural University,Urban Management,https://hau.edu.vn/
Hanoi Architectural University,Urban and Regional Planning,https://www.khoaquyhoach.hau.edu.vn/
Hanoi Medical University,Dentistry,https://hmu.edu.vn/
Hanoi Medical University,General Medicine,https://hmu.edu.vn/
Hanoi Medical University,Master of Internal Medicine,https://hmu.edu.vn/
Hanoi Medical University,Master of Nursing,https://hmu.edu.vn/
Hanoi Medical University,Master of Pediatrics,https://hmu.edu.vn/
Hanoi Medical University,Master of Pharmacy,https://hmu.edu.vn/
Hanoi Medical University,Master of Public Health,https://hmu.edu.vn/
Hanoi Medical University,Master of Surgery,https://hmu.edu.vn/
Hanoi Medical University,Master of Traditional Medicine,https://hmu.edu.vn/
Hanoi Medical University,Medical Imaging Engineering,https://hmu.edu.vn/
Hanoi Medical University,Medical Technology,https://hmu.edu.vn/
Hanoi Medical University,Midwifery,https://hmu.edu.vn/
Hanoi Medical University,Nursing,https://hmu.edu.vn/
Hanoi Medical University,Nutrition,https://hmu.edu.vn/
Hanoi Medical University,Ophthalmology,https://hmu.edu.vn/
Hanoi Medical University,Preventive Medicine,https://hmu.edu.vn/
Hanoi Medical University,Psychology,https://hmu.edu.vn/
Hanoi Medical University,Public Health,https://hmu.edu.vn/
Hanoi Medical University,Rehabilitation,https://hmu.edu.vn/
Hanoi Medical University,Social Work,https://hmu.edu.vn/
Hanoi Medical University,Traditional Medicine,https://hmu.edu.vn/
Hanoi National University of Education,Arts,https://english.hnue.edu.vn/
Hanoi National University of Education,Biology,https://english.hnue.edu.vn/
Hanoi National University of Education,Chemistry,https://english.hnue.edu.vn/
Hanoi National University of Education,Chinese Language,https://english.hnue.edu.vn/
Hanoi National University of Education,Early Childhood Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Education Management,https://english.hnue.edu.vn/
Hanoi National University of Education,English Language,https://english.hnue.edu.vn/
Hanoi National University of Education,French Language,https://english.hnue.edu.vn/
Hanoi National University of Education,Geography,https://english.hnue.edu.vn/
Hanoi National University of Education,History,https://english.hnue.edu.vn/
Hanoi National University of Education,Information Technology,https://english.hnue.edu.vn/
Hanoi National University of Education,Linguistics and Literature,https://english.hnue.edu.vn/
Hanoi National University of Education,Mathematics,https://english.hnue.edu.vn/
Hanoi National University of Education,National Defense Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Philosophy,https://english.hnue.edu.vn/
Hanoi National University of Education,Physical Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Physics,https://english.hnue.edu.vn/
Hanoi National University of Education,Political Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Primary Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Psychology & Pedagogy,https://english.hnue.edu.vn/
Hanoi National University of Education,Russian Language,https://english.hnue.edu.vn/
Hanoi National University of Education,Social Work,https://english.hnue.edu.vn/
Hanoi National University of Education,Special Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Technology Education,https://english.hnue.edu.vn/
Hanoi National University of Education,Vietnam Studies,https://english.hnue.edu.vn/
Hanoi National University of Education,Vietnamese Studies,https://english.hnue.edu.vn/
Hanoi University,Accounting,https://www.hanu.edu.vn/
Hanoi University,Business Administration,https://www.hanu.edu.vn/
Hanoi University,Chinese Language,https://www.hanu.edu.vn/
Hanoi University,Computer Science,https://www.hanu.edu.vn/
Hanoi University,English Language,https://www.hanu.edu.vn/
Hanoi University,Finance and Banking,https://www.hanu.edu.vn/
Hanoi University,Financial Technology,https://www.hanu.edu.vn/
Hanoi University,French Language,https://www.hanu.edu.vn/
Hanoi University,French Studies,https://saudaihoc.hanu.vn/
Hanoi University,German Language,https://www.hanu.edu.vn/
Hanoi University,International Studies,https://www.hanu.edu.vn/
Hanoi University,Italian Language,https://www.hanu.edu.vn/
Hanoi University,Japanese Language,https://www.hanu.edu.vn/
Hanoi University,Korean Language,https://www.hanu.edu.vn/
Hanoi University,Marketing,https://www.hanu.edu.vn/
Hanoi University,Portuguese Language,https://www.hanu.edu.vn/
Hanoi University,Russian Language,https://www.hanu.edu.vn/
Hanoi University,Spanish Language,https://www.hanu.edu.vn/
Hanoi University,Tourism Management,https://www.hanu.edu.vn/
Hanoi University,Vietnamese Studies,https://saudaihoc.hanu.vn/
Hanoi University of Industry,Accounting,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Accounting (English-taught program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/ke-toan-ctdt-bang-tieng-anh/
Hanoi University of Industry,Accounting (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Accounting (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Auditing,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Automation and Control Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Automobile Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Automotive Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Automotive Mechatronics Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Automotive and New Energy Engineering,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/ky-thuat-o-to-va-nang-luong-moi/
Hanoi University of Industry,Biotechnology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/cong-nghe-sinh-hoc/
Hanoi University of Industry,Business Administration,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Business Administration (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Business Administration (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Business Administration (in cooperation with York St. John University – United Kingdom),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Business Administration in English,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Business Data Analytics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chemical Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chemical Engineering (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,"Chemical Engineering Technology (Majors in Chemical Engineering, and Petroleum Engineering)",https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chinese Linguistics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chinese Linguistics (2+2 joint training program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chinese Linguistics (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chinese Linguistics (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Chinese Studies,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Communications and Computer Networks,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Computer Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Computer Science,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Computer Science (English-taught program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/khoa-hoc-may-tinh-ctdt-bang-tieng-anh/
Hanoi University of Industry,Computer Science (in cooperation with University of Frostburg – The United States of America),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Electrical Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Electrical Engineering (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Electrical and Electronic Engineering Technology (major in Electrical Engineering),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Electronic Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Electronics and Communication Engineering Technology (Major in Electronic Engineering),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,English Linguistics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,English Linguistics (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,English Linguistics (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Environmental Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Fashion Design,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Finance - Banking (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Finance and Banking,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Garment Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Heating Engineering Technology (major in Heating and Refrigeration Engineering),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Hospitality Management,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Hospitality Management (English-taught Bachelor's Program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Human Resource Management,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Industrial & Systems Engineering,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Industrial Design Engineering,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Information Security,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/an-toan-thong-tin/
Hanoi University of Industry,Information System (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Information System (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Information Systems,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/he-thong-thong-tin/
Hanoi University of Industry,Information Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/cong-nghe-thong-tin/
Hanoi University of Industry,Information Technology (English-taught program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/cong-nghe-thong-tin-ctdt-bang-tieng-anh/
Hanoi University of Industry,Intelligent Manufacturing Engineering,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Investment Economics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Japanese Linguistics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Korean Linguistics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Linguistics,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Marketing,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechanical Automotive Engineering (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechanical Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechanical Engineering (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechanical Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechatronic Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechatronics Engineering (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mechatronics Engineering (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Mold and Die Engineering Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Multimedia Technology,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/cong-nghe-da-phuong-tien/
Hanoi University of Industry,Office Administration,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Restaurant and Food Service Management,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Restaurant and Food Service Management (English-taught Bachelor's Program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Robot and Artificial Intelligence (AI),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/tri-tue-nhan-tao/
Hanoi University of Industry,Software Engineering,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/ky-thuat-phan-mem/
Hanoi University of Industry,Textile and Garment Technology (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Textile and Garment Technology (Ph.D.),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Tourism,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Tourism (English-taught Bachelor's Program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Tourism Business Administration,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Travel and Tourism Management,https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Travel and Tourism Management (English-taught Bachelor's Program),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Travel and Tourism Management (Master's),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Industry,Vietnamese Studies (Major in Tour Guiding),https://www.haui.edu.vn/vn/dao-tao/nganh-dao-tao/
Hanoi University of Mining and Geology,Construction,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Economics and Business Administration,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Electromechanics,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Environment,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Geology,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Information Technology,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Mining Engineering,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Oil and Gas,http://en.humg.edu.vn/
Hanoi University of Mining and Geology,Surveying and Mapping,http://en.humg.edu.vn/
Hanoi University of Pharmacy,Biotechnology,https://hup.edu.vn/en
Hanoi University of Pharmacy,Chemistry,https://hup.edu.vn/en
Hanoi University of Pharmacy,Clinical Pharmacology,https://hup.edu.vn/en
Hanoi University of Pharmacy,Clinical Pharmacy,https://hup.edu.vn/en
Hanoi University of Pharmacy,Drug Quality Control and Toxicology,https://hup.edu.vn/en
Hanoi University of Pharmacy,Organization and Management of Pharmaceutical Activities,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Chemistry,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Industry,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Sciences,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Technology / Biochemistry,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Technology / Chemical Engineering,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmaceutical Technology / Chemistry,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmacoeconomics and Management,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmacognosy and Traditional Pharmacology,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmacology,https://hup.edu.vn/en
Hanoi University of Pharmacy,Pharmacy,https://hup.edu.vn/en/education-training/undergraduate-programme-in-pharmacy
Hanoi University of Public Health,Data Science,https://huph.edu.vn/
Hanoi University of Public Health,Master of Applied Public Health,https://huph.edu.vn/
Hanoi University of Public Health,Master of Public Health,https://huph.edu.vn/
Hanoi University of Public Health,Master of Science in Public Health,https://huph.edu.vn/
Hanoi University of Public Health,Medical Laboratory Technology,https://huph.edu.vn/
Hanoi University of Public Health,Nutrition,https://huph.edu.vn/
Hanoi University of Public Health,Public Health,https://huph.edu.vn/
Hanoi University of Public Health,Rehabilitation and Functional Restoration Technology,https://huph.edu.vn/
Hanoi University of Public Health,Social Work,https://huph.edu.vn/
Hanoi University of Science and Technology,Advanced Materials Science and Nanotechnology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Aeronautical Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Applied Environmental Sciences,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Applied Mathematics,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Automotive Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Biotechnology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Chemical Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Computer Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Computer Science,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Cyber Security,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Data Science,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Economics and Management,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Electrical Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Electronics and Telecommunications Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Engineering Physics,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Environmental Science and Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Food Science and Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Information and Communication Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Material Science and Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Mathematics and Informatics,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Mechanical Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Mechatronics Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Medical Science and Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Pharmacy,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Semiconductor and IC Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Space Science and Satellite Technology,https://en.hust.edu.vn/academics/undergraduate-programs/
Hanoi University of Science and Technology,Transport Mechanical Engineering,https://en.hust.edu.vn/academics/undergraduate-programs/
Ho Chi Minh City International University,Automation and Control Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Biochemistry,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Biomedical Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Biotechnology,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Business Administration,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Civil Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Computer Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Computer Science,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Data Science,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Electrical Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,English Linguistics and Literature,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Environmental Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Finance and Banking,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Financial Engineering and Risk Management,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Food Technology,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Industrial Systems Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Information Technology,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Logistics and Supply Chain Management,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Master of Biomedical Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Master of Business Administration,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Master of Engineering in Industrial and Systems Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Master of Public Management,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Master of Science in Biotechnology,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Network Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City International University,Space Engineering,https://www.hcmiu.edu.vn/
Ho Chi Minh City University of Agriculture and Forestry,Accounting,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Agricultural Economics,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Agricultural Engineering,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Agricultural Market and Price Analysis,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Agricultural Policy,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Agronomy,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Animal Sciences,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Aquaculture,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Biological Technology,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Business Administration,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Chemical Engineering,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Economics,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Environmental Science,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Environmental and Natural Resource Economics,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Finance and Banking,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Fisheries,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Food Science and Technology,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Food Technology,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Foreign Languages,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Forestry,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Horticulture and Landscape Architecture,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Information Technology,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Land and Real Estate Management,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Plant Protection,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Production Economics,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Rural Development,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Agriculture and Forestry,Veterinary Medicine,https://www.hcmuaf.edu.vn/en/dao-tao/cac-nganh-dao-tao
Ho Chi Minh City University of Fine Arts,Animation and Comic,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Applied Arts,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Art Pedagogy,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Art Theory and Criticism,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Ceramics,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Fashion Design,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Graphic Arts,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Graphic Design,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Industrial Design,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Interior Design,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Painting,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Sculpture,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Theater and Cinema Design,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Traditional Vietnamese Arts,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Fine Arts,Urban Art,http://www.hcmufa.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Accounting,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Business Administration,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Chinese Language Studies,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Cybersecurity,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,E-commerce,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,English Language Studies,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Fashion Design,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Film and Television Production,https://huflit.edu.vn/
Ho Chi Minh City University of Foreign Languages and Information Technology,Finance and Banking,https://huflit.edu.vn/
